Time,Numerical,Analytical,Relative Error
2.77,0.06274879385,0.06266200474,0.001385035636
2.771,0.06268610774,0.06259937406,0.001385535995
2.772,0.06262348426,0.06253680597,0.001386036355
2.773,0.06256092334,0.06247430043,0.001386536714
2.774,0.06249842491,0.06241185735,0.001387037074
2.775,0.06243598892,0.06234947669,0.001387537434
2.776,0.06237361531,0.06228715838,0.001388037794
2.777,0.062311304,0.06222490235,0.001388538155
2.778,0.06224905495,0.06216270855,0.001389038516
2.779,0.06218686808,0.06210057691,0.001389538877
2.78,0.06212474334,0.06203850738,0.001390039238
2.781,0.06206268066,0.06197649988,0.0013905396
2.782,0.06200067998,0.06191455436,0.001391039962
2.783,0.06193874124,0.06185267075,0.001391540324
2.784,0.06187686437,0.06179084899,0.001392040686
2.785,0.06181504932,0.06172908903,0.001392541049
2.786,0.06175329603,0.0616673908,0.001393041412
2.787,0.06169160442,0.06160575423,0.001393541775
2.788,0.06162997445,0.06154417927,0.001394042138
2.789,0.06156840604,0.06148266585,0.001394542502
2.79,0.06150689914,0.06142121392,0.001395042866
2.791,0.06144545369,0.0613598234,0.00139554323
2.792,0.06138406962,0.06129849425,0.001396043594
2.793,0.06132274687,0.06123722639,0.001396543959
2.794,0.06126148539,0.06117601977,0.001397044324
2.795,0.0612002851,0.06111487433,0.001397544689
2.796,0.06113914595,0.06105379001,0.001398045054
2.797,0.06107806789,0.06099276673,0.00139854542
2.798,0.06101705084,0.06093180445,0.001399045785
2.799,0.06095609474,0.0608709031,0.001399546151
2.8,0.06089519954,0.06081006263,0.001400046518
2.801,0.06083436518,0.06074928296,0.001400546884
2.802,0.06077359158,0.06068856404,0.001401047251
2.803,0.06071287871,0.06062790581,0.001401547618
2.804,0.06065222648,0.06056730821,0.001402047986
2.805,0.06059163484,0.06050677117,0.001402548353
2.806,0.06053110374,0.06044629464,0.001403048721
2.807,0.06047063311,0.06038587856,0.001403549089
2.808,0.06041022289,0.06032552287,0.001404049458
2.809,0.06034987301,0.0602652275,0.001404549826
2.81,0.06028958343,0.06020499239,0.001405050195
2.811,0.06022935407,0.06014481749,0.001405550564
2.812,0.06016918489,0.06008470274,0.001406050934
2.813,0.06010907581,0.06002464807,0.001406551303
2.814,0.06004902679,0.05996465342,0.001407051673
2.815,0.05998903775,0.05990471874,0.001407552043
2.816,0.05992910864,0.05984484396,0.001408052413
2.817,0.0598692394,0.05978502903,0.001408552784
2.818,0.05980942997,0.05972527389,0.001409053155
2.819,0.05974968029,0.05966557846,0.001409553526
2.82,0.0596899903,0.05960594271,0.001410053897
2.821,0.05963035994,0.05954636656,0.001410554269
2.822,0.05957078915,0.05948684996,0.001411054641
2.823,0.05951127787,0.05942739284,0.001411555013
2.824,0.05945182605,0.05936799515,0.001412055385
2.825,0.05939243361,0.05930865683,0.001412555758
2.826,0.05933310051,0.05924937782,0.001413056131
2.827,0.05927382669,0.05919015805,0.001413556504
2.828,0.05921461207,0.05913099748,0.001414056877
2.829,0.05915545662,0.05907189604,0.001414557251
2.83,0.05909636026,0.05901285367,0.001415057625
2.831,0.05903732294,0.05895387031,0.001415557999
2.832,0.05897834459,0.05889494591,0.001416058373
2.833,0.05891942517,0.0588360804,0.001416558748
2.834,0.0588605646,0.05877727373,0.001417059122
2.835,0.05880176284,0.05871852583,0.001417559498
2.836,0.05874301982,0.05865983666,0.001418059873
2.837,0.05868433548,0.05860120614,0.001418560249
2.838,0.05862570977,0.05854263423,0.001419060624
2.839,0.05856714263,0.05848412085,0.001419561
2.84,0.058508634,0.05842566596,0.001420061377
2.841,0.05845018381,0.0583672695,0.001420561753
2.842,0.05839179202,0.05830893141,0.00142106213
2.843,0.05833345856,0.05825065162,0.001421562507
2.844,0.05827518338,0.05819243008,0.001422062885
2.845,0.05821696641,0.05813426674,0.001422563262
2.846,0.0581588076,0.05807616153,0.00142306364
2.847,0.0581007069,0.0580181144,0.001423564018
2.848,0.05804266423,0.05796012528,0.001424064397
2.849,0.05798467955,0.05790219413,0.001424564775
2.85,0.0579267528,0.05784432087,0.001425065154
2.851,0.05786888392,0.05778650547,0.001425565533
2.852,0.05781107284,0.05772874784,0.001426065912
2.853,0.05775331952,0.05767104795,0.001426566292
2.854,0.0576956239,0.05761340573,0.001427066672
2.855,0.05763798591,0.05755582112,0.001427567052
2.856,0.05758040551,0.05749829407,0.001428067432
2.857,0.05752288263,0.05744082451,0.001428567813
2.858,0.05746541721,0.0573834124,0.001429068194
2.859,0.0574080092,0.05732605767,0.001429568575
2.86,0.05735065854,0.05726876027,0.001430068956
2.861,0.05729336518,0.05721152013,0.001430569338
2.862,0.05723612905,0.05715433721,0.00143106972
2.863,0.0571789501,0.05709721144,0.001431570102
2.864,0.05712182827,0.05704014276,0.001432070484
2.865,0.05706476351,0.05698313113,0.001432570867
2.866,0.05700775575,0.05692617648,0.00143307125
2.867,0.05695080494,0.05686927876,0.001433571633
2.868,0.05689391103,0.05681243791,0.001434072016
2.869,0.05683707396,0.05675565387,0.0014345724
2.87,0.05678029367,0.05669892658,0.001435072784
2.871,0.0567235701,0.05664225599,0.001435573168
2.872,0.05666690319,0.05658564205,0.001436073552
2.873,0.0566102929,0.05652908469,0.001436573937
2.874,0.05655373916,0.05647258386,0.001437074321
2.875,0.05649724192,0.0564161395,0.001437574707
2.876,0.05644080112,0.05635975156,0.001438075092
2.877,0.0563844167,0.05630341998,0.001438575477
2.878,0.05632808861,0.0562471447,0.001439075863
2.879,0.0562718168,0.05619092567,0.001439576249
2.88,0.05621560119,0.05613476283,0.001440076636
2.881,0.05615944175,0.05607865613,0.001440577022
2.882,0.05610333841,0.0560226055,0.001441077409
2.883,0.05604729112,0.0559666109,0.001441577796
2.884,0.05599129982,0.05591067226,0.001442078184
2.885,0.05593536446,0.05585478954,0.001442578571
2.886,0.05587948497,0.05579896267,0.001443078959
2.887,0.05582366131,0.05574319159,0.001443579347
2.888,0.05576789342,0.05568747626,0.001444079736
2.889,0.05571218124,0.05563181662,0.001444580124
2.89,0.05565652471,0.05557621261,0.001445080513
2.891,0.05560092379,0.05552066418,0.001445580902
2.892,0.05554537841,0.05546517126,0.001446081291
2.893,0.05548988852,0.05540973382,0.001446581681
2.894,0.05543445407,0.05535435178,0.001447082071
2.895,0.05537907499,0.05529902509,0.001447582461
2.896,0.05532375124,0.05524375371,0.001448082851
2.897,0.05526848276,0.05518853757,0.001448583242
2.898,0.05521326949,0.05513337662,0.001449083633
2.899,0.05515811138,0.0550782708,0.001449584024
2.9,0.05510300837,0.05502322006,0.001450084415
2.901,0.05504796041,0.05496822434,0.001450584807
2.902,0.05499296744,0.05491328359,0.001451085199
2.903,0.05493802941,0.05485839775,0.001451585591
2.904,0.05488314627,0.05480356678,0.001452085983
2.905,0.05482831795,0.0547487906,0.001452586376
2.906,0.0547735444,0.05469406918,0.001453086769
2.907,0.05471882558,0.05463940244,0.001453587162
2.908,0.05466416142,0.05458479035,0.001454087555
2.909,0.05460955187,0.05453023285,0.001454587949
2.91,0.05455499687,0.05447572987,0.001455088343
2.911,0.05450049637,0.05442128137,0.001455588737
2.912,0.05444605032,0.05436688729,0.001456089131
2.913,0.05439165866,0.05431254758,0.001456589526
2.914,0.05433732134,0.05425826218,0.00145708992
2.915,0.0542830383,0.05420403103,0.001457590316
2.916,0.05422880949,0.05414985409,0.001458090711
2.917,0.05417463486,0.05409573131,0.001458591107
2.918,0.05412051434,0.05404166261,0.001459091502
2.919,0.0540664479,0.05398764796,0.001459591898
2.92,0.05401243546,0.0539336873,0.001460092295
2.921,0.05395847698,0.05387978057,0.001460592691
2.922,0.05390457241,0.05382592772,0.001461093088
2.923,0.05385072169,0.0537721287,0.001461593485
2.924,0.05379692477,0.05371838345,0.001462093883
2.925,0.05374318158,0.05366469191,0.00146259428
2.926,0.05368949209,0.05361105404,0.001463094678
2.927,0.05363585624,0.05355746979,0.001463595076
2.928,0.05358227396,0.05350393909,0.001464095475
2.929,0.05352874522,0.05345046189,0.001464595873
2.93,0.05347526995,0.05339703815,0.001465096272
2.931,0.0534218481,0.0533436678,0.001465596671
2.932,0.05336847962,0.05329035079,0.001466097071
2.933,0.05331516445,0.05323708708,0.00146659747
2.934,0.05326190255,0.0531838766,0.00146709787
2.935,0.05320869386,0.05313071931,0.00146759827
2.936,0.05315553832,0.05307761514,0.00146809867
2.937,0.05310243588,0.05302456406,0.001468599071
2.938,0.0530493865,0.052971566,0.001469099472
2.939,0.05299639011,0.05291862091,0.001469599873
2.94,0.05294344666,0.05286572874,0.001470100274
2.941,0.0528905561,0.05281288943,0.001470600676
2.942,0.05283771839,0.05276010294,0.001471101078
2.943,0.05278493345,0.05270736921,0.00147160148
2.944,0.05273220125,0.05265468819,0.001472101882
2.945,0.05267952173,0.05260205982,0.001472602285
2.946,0.05262689483,0.05254948405,0.001473102688
2.947,0.05257432051,0.05249696083,0.001473603091
2.948,0.05252179872,0.05244449011,0.001474103494
2.949,0.05246932939,0.05239207183,0.001474603898
2.95,0.05241691247,0.05233970595,0.001475104302
2.951,0.05236454793,0.0522873924,0.001475604706
2.952,0.05231223569,0.05223513115,0.00147610511
2.953,0.05225997571,0.05218292212,0.001476605515
2.954,0.05220776795,0.05213076528,0.00147710592
2.955,0.05215561233,0.05207866058,0.001477606325
2.956,0.05210350883,0.05202660795,0.00147810673
2.957,0.05205145737,0.05197460734,0.001478607136
2.958,0.05199945791,0.05192265871,0.001479107541
2.959,0.0519475104,0.05187076201,0.001479607948
2.96,0.05189561478,0.05181891717,0.001480108354
2.961,0.05184377101,0.05176712416,0.001480608761
2.962,0.05179197903,0.05171538291,0.001481109167
2.963,0.0517402388,0.05166369337,0.001481609574
2.964,0.05168855025,0.0516120555,0.001482109982
2.965,0.05163691333,0.05156046925,0.001482610389
2.966,0.051585328,0.05150893455,0.001483110797
2.967,0.05153379421,0.05145745136,0.001483611205
2.968,0.0514823119,0.05140601963,0.001484111614
2.969,0.05143088102,0.0513546393,0.001484612022
2.97,0.05137950152,0.05130331033,0.001485112431
2.971,0.05132817334,0.05125203266,0.00148561284
2.972,0.05127689645,0.05120080625,0.00148611325
2.973,0.05122567078,0.05114963104,0.001486613659
2.974,0.05117449628,0.05109850697,0.001487114069
2.975,0.05112337291,0.051047434,0.001487614479
2.976,0.05107230061,0.05099641209,0.00148811489
2.977,0.05102127933,0.05094544116,0.0014886153
2.978,0.05097030902,0.05089452119,0.001489115711
2.979,0.05091938963,0.0508436521,0.001489616122
2.98,0.05086852111,0.05079283386,0.001490116533
2.981,0.0508177034,0.05074206642,0.001490616945
2.982,0.05076693647,0.05069134972,0.001491117357
2.983,0.05071622025,0.0506406837,0.001491617769
2.984,0.05066555469,0.05059006833,0.001492118181
2.985,0.05061493975,0.05053950355,0.001492618594
2.986,0.05056437538,0.05048898931,0.001493119007
2.987,0.05051386151,0.05043852555,0.00149361942
2.988,0.05046339812,0.05038811224,0.001494119833
2.989,0.05041298513,0.05033774931,0.001494620247
2.99,0.05036262251,0.05028743672,0.001495120661
2.991,0.0503123102,0.05023717442,0.001495621075
2.992,0.05026204815,0.05018696236,0.001496121489
2.993,0.05021183631,0.05013680048,0.001496621904
2.994,0.05016167464,0.05008668874,0.001497122319
2.995,0.05011156308,0.05003662709,0.001497622734
2.996,0.05006150158,0.04998661547,0.001498123149
2.997,0.05001149009,0.04993665384,0.001498623565
2.998,0.04996152856,0.04988674215,0.001499123981
2.999,0.04991161694,0.04983688034,0.001499624397
3,0.04986175518,0.04978706837,0.001500124813
3.001,0.04981194324,0.04973730618,0.00150062523
3.002,0.04976218106,0.04968759374,0.001501125647
3.003,0.04971246859,0.04963793098,0.001501626064
3.004,0.04966280579,0.04958831786,0.001502126481
3.005,0.04961319259,0.04953875433,0.001502626899
3.006,0.04956362896,0.04948924034,0.001503127316
3.007,0.04951411485,0.04943977583,0.001503627735
3.008,0.0494646502,0.04939036077,0.001504128153
3.009,0.04941523496,0.04934099509,0.001504628571
3.01,0.0493658691,0.04929167876,0.00150512899
3.011,0.04931655254,0.04924241172,0.001505629409
3.012,0.04926728526,0.04919319392,0.001506129829
3.013,0.04921806719,0.04914402532,0.001506630248
3.014,0.04916889829,0.04909490585,0.001507130668
3.015,0.04911977851,0.04904583549,0.001507631088
3.016,0.04907070781,0.04899681417,0.001508131509
3.017,0.04902168612,0.04894784184,0.001508631929
3.018,0.04897271341,0.04889891847,0.00150913235
3.019,0.04892378962,0.04885004399,0.001509632771
3.02,0.0488749147,0.04880121836,0.001510133193
3.021,0.04882608861,0.04875244154,0.001510633614
3.022,0.0487773113,0.04870371346,0.001511134036
3.023,0.04872858272,0.04865503409,0.001511634458
3.024,0.04867990282,0.04860640338,0.001512134881
3.025,0.04863127154,0.04855782127,0.001512635303
3.026,0.04858268886,0.04850928772,0.001513135726
3.027,0.0485341547,0.04846080268,0.001513636149
3.028,0.04848566903,0.0484123661,0.001514136572
3.029,0.0484372318,0.04836397793,0.001514636996
3.03,0.04838884296,0.04831563813,0.00151513742
3.031,0.04834050245,0.04826734664,0.001515637844
3.032,0.04829221024,0.04821910342,0.001516138268
3.033,0.04824396628,0.04817090841,0.001516638693
3.034,0.04819577051,0.04812276158,0.001517139118
3.035,0.04814762288,0.04807466288,0.001517639543
3.036,0.04809952336,0.04802661224,0.001518139968
3.037,0.04805147189,0.04797860964,0.001518640394
3.038,0.04800346842,0.04793065501,0.00151914082
3.039,0.04795551291,0.04788274831,0.001519641246
3.04,0.0479076053,0.04783488949,0.001520141672
3.041,0.04785974556,0.04778707851,0.001520642099
3.042,0.04781193362,0.04773931532,0.001521142526
3.043,0.04776416945,0.04769159987,0.001521642953
3.044,0.047716453,0.04764393211,0.00152214338
3.045,0.04766878422,0.04759631199,0.001522643808
3.046,0.04762116305,0.04754873947,0.001523144236
3.047,0.04757358946,0.04750121449,0.001523644664
3.048,0.0475260634,0.04745373702,0.001524145092
3.049,0.04747858482,0.047406307,0.001524645521
3.05,0.04743115366,0.04735892439,0.00152514595
3.051,0.04738376989,0.04731158914,0.001525646379
3.052,0.04733643346,0.0472643012,0.001526146808
3.053,0.04728914432,0.04721706052,0.001526647238
3.054,0.04724190241,0.04716986706,0.001527147667
3.055,0.04719470771,0.04712272077,0.001527648098
3.056,0.04714756014,0.0470756216,0.001528148528
3.057,0.04710045969,0.04702856951,0.001528648959
3.058,0.04705340628,0.04698156445,0.001529149389
3.059,0.04700639988,0.04693460637,0.001529649821
3.06,0.04695944044,0.04688769522,0.001530150252
3.061,0.04691252791,0.04684083096,0.001530650683
3.062,0.04686566225,0.04679401354,0.001531151115
3.063,0.04681884341,0.04674724292,0.001531651547
3.064,0.04677207133,0.04670051904,0.00153215198
3.065,0.04672534599,0.04665384186,0.001532652412
3.066,0.04667866732,0.04660721134,0.001533152845
3.067,0.04663203529,0.04656062743,0.001533653278
3.068,0.04658544984,0.04651409007,0.001534153712
3.069,0.04653891092,0.04646759923,0.001534654145
3.07,0.04649241851,0.04642115486,0.001535154579
3.071,0.04644597253,0.04637475691,0.001535655013
3.072,0.04639957296,0.04632840533,0.001536155448
3.073,0.04635321974,0.04628210008,0.001536655882
3.074,0.04630691283,0.04623584111,0.001537156317
3.075,0.04626065218,0.04618962838,0.001537656752
3.076,0.04621443774,0.04614346184,0.001538157188
3.077,0.04616826947,0.04609734144,0.001538657623
3.078,0.04612214732,0.04605126714,0.001539158059
3.079,0.04607607125,0.04600523889,0.001539658495
3.08,0.04603004121,0.04595925665,0.001540158932
3.081,0.04598405715,0.04591332036,0.001540659368
3.082,0.04593811903,0.04586742999,0.001541159805
3.083,0.04589222681,0.04582158549,0.001541660242
3.084,0.04584638043,0.04577578681,0.001542160679
3.085,0.04580057985,0.0457300339,0.001542661117
3.086,0.04575482502,0.04568432672,0.001543161555
3.087,0.0457091159,0.04563866523,0.001543661993
3.088,0.04566345245,0.04559304938,0.001544162431
3.089,0.04561783462,0.04554747912,0.00154466287
3.09,0.04557226236,0.0455019544,0.001545163309
3.091,0.04552673562,0.04545647519,0.001545663748
3.092,0.04548125437,0.04541104144,0.001546164187
3.093,0.04543581855,0.0453656531,0.001546664627
3.094,0.04539042812,0.04532031012,0.001547165067
3.095,0.04534508304,0.04527501246,0.001547665507
3.096,0.04529978325,0.04522976008,0.001548165947
3.097,0.04525452872,0.04518455293,0.001548666388
3.098,0.0452093194,0.04513939096,0.001549166829
3.099,0.04516415525,0.04509427413,0.00154966727
3.1,0.04511903621,0.04504920239,0.001550167711
3.101,0.04507396225,0.04500417571,0.001550668153
3.102,0.04502893332,0.04495919403,0.001551168595
3.103,0.04498394937,0.04491425731,0.001551669037
3.104,0.04493901036,0.0448693655,0.001552169479
3.105,0.04489411624,0.04482451856,0.001552669922
3.106,0.04484926697,0.04477971645,0.001553170365
3.107,0.04480446251,0.04473495911,0.001553670808
3.108,0.04475970281,0.04469024651,0.001554171251
3.109,0.04471498782,0.0446455786,0.001554671695
3.11,0.0446703175,0.04460095534,0.001555172139
3.111,0.04462569181,0.04455637668,0.001555672583
3.112,0.0445811107,0.04451184257,0.001556173027
3.113,0.04453657413,0.04446735298,0.001556673472
3.114,0.04449208204,0.04442290785,0.001557173916
3.115,0.04444763441,0.04437850715,0.001557674362
3.116,0.04440323118,0.04433415082,0.001558174807
3.117,0.04435887231,0.04428983883,0.001558675253
3.118,0.04431455775,0.04424557113,0.001559175698
3.119,0.04427028746,0.04420134767,0.001559676145
3.12,0.0442260614,0.04415716842,0.001560176591
3.121,0.04418187952,0.04411303332,0.001560677038
3.122,0.04413774178,0.04406894234,0.001561177484
3.123,0.04409364813,0.04402489542,0.001561677931
3.124,0.04404959853,0.04398089253,0.001562178379
3.125,0.04400559294,0.04393693362,0.001562678826
3.126,0.04396163131,0.04389301865,0.001563179274
3.127,0.04391771359,0.04384914757,0.001563679722
3.128,0.04387383975,0.04380532034,0.001564180171
3.129,0.04383000974,0.04376153692,0.001564680619
3.13,0.04378622352,0.04371779725,0.001565181068
3.131,0.04374248104,0.04367410131,0.001565681517
3.132,0.04369878226,0.04363044904,0.001566181967
3.133,0.04365512713,0.04358684039,0.001566682416
3.134,0.04361151562,0.04354327534,0.001567182866
3.135,0.04356794767,0.04349975383,0.001567683316
3.136,0.04352442324,0.04345627582,0.001568183767
3.137,0.0434809423,0.04341284126,0.001568684217
3.138,0.0434375048,0.04336945012,0.001569184668
3.139,0.04339411069,0.04332610235,0.001569685119
3.14,0.04335075993,0.0432827979,0.001570185571
3.141,0.04330745247,0.04323953674,0.001570686022
3.142,0.04326418829,0.04319631881,0.001571186474
3.143,0.04322096732,0.04315314409,0.001571686926
3.144,0.04317778953,0.04311001251,0.001572187379
3.145,0.04313465487,0.04306692405,0.001572687831
3.146,0.04309156331,0.04302387865,0.001573188284
3.147,0.0430485148,0.04298087628,0.001573688737
3.148,0.04300550929,0.04293791688,0.001574189191
3.149,0.04296254674,0.04289500043,0.001574689644
3.15,0.04291962711,0.04285212687,0.001575190098
3.151,0.04287675036,0.04280929616,0.001575690552
3.152,0.04283391645,0.04276650826,0.001576191006
3.153,0.04279112532,0.04272376313,0.001576691461
3.154,0.04274837694,0.04268106072,0.001577191916
3.155,0.04270567127,0.04263840099,0.001577692371
3.156,0.04266300826,0.0425957839,0.001578192826
3.157,0.04262038788,0.04255320941,0.001578693282
3.158,0.04257781007,0.04251067747,0.001579193738
3.159,0.04253527479,0.04246818804,0.001579694194
3.16,0.04249278201,0.04242574108,0.00158019465
3.161,0.04245033168,0.04238333655,0.001580695107
3.162,0.04240792375,0.04234097439,0.001581195564
3.163,0.0423655582,0.04229865458,0.001581696021
3.164,0.04232323496,0.04225637707,0.001582196478
3.165,0.04228095401,0.04221414181,0.001582696936
3.166,0.04223871529,0.04217194877,0.001583197394
3.167,0.04219651877,0.0421297979,0.001583697852
3.168,0.04215436441,0.04208768916,0.00158419831
3.169,0.04211225216,0.04204562251,0.001584698769
3.17,0.04207018197,0.0420035979,0.001585199228
3.171,0.04202815382,0.0419616153,0.001585699687
3.172,0.04198616765,0.04191967466,0.001586200146
3.173,0.04194422343,0.04187777594,0.001586700606
3.174,0.04190232111,0.04183591909,0.001587201066
3.175,0.04186046065,0.04179410408,0.001587701526
3.176,0.04181864201,0.04175233087,0.001588201986
3.177,0.04177686514,0.04171059941,0.001588702447
3.178,0.04173513001,0.04166890966,0.001589202908
3.179,0.04169343657,0.04162726158,0.001589703369
3.18,0.04165178479,0.04158565512,0.00159020383
3.181,0.04161017461,0.04154409025,0.001590704292
3.182,0.04156860601,0.04150256693,0.001591204754
3.183,0.04152707893,0.0414610851,0.001591705216
3.184,0.04148559334,0.04141964474,0.001592205678
3.185,0.04144414919,0.0413782458,0.001592706141
3.186,0.04140274644,0.04133688824,0.001593206604
3.187,0.04136138506,0.04129557201,0.001593707067
3.188,0.04132006499,0.04125429708,0.00159420753
3.189,0.0412787862,0.0412130634,0.001594707994
3.19,0.04123754866,0.04117187094,0.001595208458
3.191,0.0411963523,0.04113071965,0.001595708922
3.192,0.04115519711,0.04108960949,0.001596209386
3.193,0.04111408302,0.04104854041,0.001596709851
3.194,0.04107301001,0.04100751239,0.001597210315
3.195,0.04103197804,0.04096652538,0.001597710781
3.196,0.04099098705,0.04092557933,0.001598211246
3.197,0.04095003701,0.0408846742,0.001598711712
3.198,0.04090912788,0.04084380997,0.001599212177
3.199,0.04086825962,0.04080298657,0.001599712644
3.2,0.04082743219,0.04076220398,0.00160021311
3.201,0.04078664555,0.04072146215,0.001600713577
3.202,0.04074589965,0.04068076104,0.001601214043
3.203,0.04070519445,0.04064010061,0.001601714511
3.204,0.04066452992,0.04059948083,0.001602214978
3.205,0.04062390602,0.04055890164,0.001602715445
3.206,0.04058332269,0.04051836301,0.001603215913
3.207,0.04054277991,0.0404778649,0.001603716381
3.208,0.04050227764,0.04043740727,0.00160421685
3.209,0.04046181582,0.04039699007,0.001604717318
3.21,0.04042139443,0.04035661327,0.001605217787
3.211,0.04038101341,0.04031627683,0.001605718256
3.212,0.04034067274,0.0402759807,0.001606218726
3.213,0.04030037237,0.04023572486,0.001606719195
3.214,0.04026011225,0.04019550924,0.001607219665
3.215,0.04021989236,0.04015533382,0.001607720135
3.216,0.04017971265,0.04011519856,0.001608220606
3.217,0.04013957308,0.04007510341,0.001608721076
3.218,0.0400994736,0.04003504834,0.001609221547
3.219,0.04005941419,0.0399950333,0.001609722018
3.22,0.04001939479,0.03995505826,0.00161022249
3.221,0.03997941538,0.03991512317,0.001610722961
3.222,0.0399394759,0.039875228,0.001611223433
3.223,0.03989957633,0.0398353727,0.001611723905
3.224,0.03985971661,0.03979555724,0.001612224378
3.225,0.03981989671,0.03975578158,0.00161272485
3.226,0.0397801166,0.03971604567,0.001613225323
3.227,0.03974037622,0.03967634947,0.001613725796
3.228,0.03970067554,0.03963669295,0.00161422627
3.229,0.03966101453,0.03959707607,0.001614726743
3.23,0.03962139314,0.03955749879,0.001615227217
3.231,0.03958181133,0.03951796106,0.001615727691
3.232,0.03954226906,0.03947846285,0.001616228166
3.233,0.03950276629,0.03943900412,0.00161672864
3.234,0.03946330299,0.03939958483,0.001617229115
3.235,0.03942387911,0.03936020494,0.00161772959
3.236,0.03938449461,0.03932086441,0.001618230066
3.237,0.03934514946,0.0392815632,0.001618730541
3.238,0.03930584362,0.03924230127,0.001619231017
3.239,0.03926657704,0.03920307858,0.001619731493
3.24,0.03922734969,0.0391638951,0.00162023197
3.241,0.03918816153,0.03912475078,0.001620732446
3.242,0.03914901252,0.03908564558,0.001621232923
3.243,0.03910990262,0.03904657948,0.0016217334
3.244,0.03907083179,0.03900755241,0.001622233878
3.245,0.03903179999,0.03896856436,0.001622734355
3.246,0.03899280718,0.03892961527,0.001623234833
3.247,0.03895385332,0.03889070511,0.001623735311
3.248,0.03891493839,0.03885183385,0.00162423579
3.249,0.03887606232,0.03881300143,0.001624736268
3.25,0.0388372251,0.03877420783,0.001625236747
3.251,0.03879842667,0.038735453,0.001625737226
3.252,0.03875966701,0.03869673691,0.001626237705
3.253,0.03872094606,0.03865805952,0.001626738185
3.254,0.0386822638,0.03861942078,0.001627238665
3.255,0.03864362018,0.03858082066,0.001627739145
3.256,0.03860501516,0.03854225913,0.001628239625
3.257,0.03856644871,0.03850373613,0.001628740106
3.258,0.03852792079,0.03846525164,0.001629240587
3.259,0.03848943136,0.03842680562,0.001629741068
3.26,0.03845098038,0.03838839802,0.001630241549
3.261,0.03841256781,0.03835002881,0.001630742031
3.262,0.03837419362,0.03831169795,0.001631242513
3.263,0.03833585776,0.0382734054,0.001631742995
3.264,0.0382975602,0.03823515112,0.001632243477
3.265,0.0382593009,0.03819693508,0.00163274396
3.266,0.03822107982,0.03815875724,0.001633244443
3.267,0.03818289692,0.03812061756,0.001633744926
3.268,0.03814475217,0.03808251599,0.001634245409
3.269,0.03810664552,0.03804445251,0.001634745893
3.27,0.03806857695,0.03800642708,0.001635246377
3.271,0.0380305464,0.03796843964,0.001635746861
3.272,0.03799255385,0.03793049018,0.001636247345
3.273,0.03795459925,0.03789257865,0.00163674783
3.274,0.03791668257,0.03785470501,0.001637248315
3.275,0.03787880376,0.03781686923,0.0016377488
3.276,0.0378409628,0.03777907126,0.001638249285
3.277,0.03780315964,0.03774131107,0.001638749771
3.278,0.03776539424,0.03770358863,0.001639250257
3.279,0.03772766658,0.03766590388,0.001639750743
3.28,0.0376899766,0.03762825681,0.001640251229
3.281,0.03765232428,0.03759064736,0.001640751716
3.282,0.03761470957,0.0375530755,0.001641252203
3.283,0.03757713244,0.03751554119,0.00164175269
3.284,0.03753959284,0.03747804441,0.001642253177
3.285,0.03750209075,0.03744058509,0.001642753665
3.286,0.03746462613,0.03740316322,0.001643254153
3.287,0.03742719893,0.03736577875,0.001643754641
3.288,0.03738980912,0.03732843165,0.001644255129
3.289,0.03735245666,0.03729112188,0.001644755618
3.29,0.03731514152,0.0372538494,0.001645256107
3.291,0.03727786366,0.03721661417,0.001645756596
3.292,0.03724062303,0.03717941616,0.001646257085
3.293,0.03720341961,0.03714225532,0.001646757575
3.294,0.03716625336,0.03710513163,0.001647258065
3.295,0.03712912424,0.03706804505,0.001647758555
3.296,0.0370920322,0.03703099553,0.001648259045
3.297,0.03705497723,0.03699398304,0.001648759536
3.298,0.03701795927,0.03695700755,0.001649260027
3.299,0.03698097829,0.03692006902,0.001649760518
3.3,0.03694403425,0.0368831674,0.001650261009
3.301,0.03690712713,0.03684630267,0.001650761501
3.302,0.03687025687,0.03680947478,0.001651261993
3.303,0.03683342345,0.03677268371,0.001651762485
3.304,0.03679662682,0.0367359294,0.001652262977
3.305,0.03675986695,0.03669921184,0.00165276347
3.306,0.03672314381,0.03666253097,0.001653263963
3.307,0.03668645735,0.03662588676,0.001653764456
3.308,0.03664980754,0.03658927918,0.001654264949
3.309,0.03661319435,0.03655270819,0.001654765443
3.31,0.03657661773,0.03651617375,0.001655265937
3.311,0.03654007765,0.03647967583,0.001655766431
3.312,0.03650357408,0.03644321439,0.001656266925
3.313,0.03646710697,0.03640678939,0.00165676742
3.314,0.0364306763,0.0363704008,0.001657267915
3.315,0.03639428202,0.03633404858,0.00165776841
3.316,0.03635792409,0.03629773269,0.001658268905
3.317,0.03632160249,0.0362614531,0.001658769401
3.318,0.03628531717,0.03622520977,0.001659269897
3.319,0.0362490681,0.03618900267,0.001659770393
3.32,0.03621285525,0.03615283175,0.001660270889
3.321,0.03617667857,0.03611669699,0.001660771386
3.322,0.03614053803,0.03608059835,0.001661271883
3.323,0.0361044336,0.03604453578,0.00166177238
3.324,0.03606836523,0.03600850926,0.001662272877
3.325,0.0360323329,0.03597251875,0.001662773375
3.326,0.03599633656,0.03593656421,0.001663273873
3.327,0.03596037619,0.03590064561,0.001663774371
3.328,0.03592445174,0.03586476291,0.001664274869
