Time,Numerical,Analytical,Relative Error
7.691,0.0004586803197,0.0004569210222,0.003850331811
7.692,0.0004582220976,0.0004564643295,0.003850833402
7.693,0.0004577643333,0.0004560080934,0.003851334993
7.694,0.0004573070263,0.0004555523132,0.003851836584
7.695,0.0004568501761,0.0004550969886,0.003852338176
7.696,0.0004563937823,0.0004546421191,0.003852839768
7.697,0.0004559378445,0.0004541877042,0.00385334136
7.698,0.0004554823621,0.0004537337435,0.003853842953
7.699,0.0004550273348,0.0004532802366,0.003854344545
7.7,0.000454572762,0.0004528271829,0.003854846138
7.701,0.0004541186434,0.000452374582,0.003855347731
7.702,0.0004536649784,0.0004519224336,0.003855849325
7.703,0.0004532117666,0.000451470737,0.003856350918
7.704,0.0004527590076,0.0004510194919,0.003856852512
7.705,0.0004523067009,0.0004505686979,0.003857354107
7.706,0.0004518548461,0.0004501183544,0.003857855701
7.707,0.0004514034426,0.000449668461,0.003858357296
7.708,0.0004509524901,0.0004492190173,0.003858858891
7.709,0.0004505019881,0.0004487700228,0.003859360486
7.71,0.0004500519362,0.0004483214771,0.003859862081
7.711,0.0004496023339,0.0004478733797,0.003860363677
7.712,0.0004491531807,0.0004474257302,0.003860865273
7.713,0.0004487044762,0.0004469785281,0.003861366869
7.714,0.00044825622,0.000446531773,0.003861868466
7.715,0.0004478084116,0.0004460854644,0.003862370062
7.716,0.0004473610505,0.0004456396019,0.003862871659
7.717,0.0004469141364,0.0004451941851,0.003863373256
7.718,0.0004464676687,0.0004447492134,0.003863874854
7.719,0.0004460216471,0.0004443046865,0.003864376451
7.72,0.000445576071,0.0004438606039,0.003864878049
7.721,0.0004451309401,0.0004434169652,0.003865379648
7.722,0.0004446862538,0.0004429737698,0.003865881246
7.723,0.0004442420118,0.0004425310175,0.003866382845
7.724,0.0004437982136,0.0004420887076,0.003866884444
7.725,0.0004433548587,0.0004416468399,0.003867386043
7.726,0.0004429119468,0.0004412054138,0.003867887642
7.727,0.0004424694773,0.0004407644289,0.003868389242
7.728,0.0004420274499,0.0004403238848,0.003868890842
7.729,0.000441585864,0.000439883781,0.003869392442
7.73,0.0004411447193,0.0004394441171,0.003869894043
7.731,0.0004407040153,0.0004390048926,0.003870395643
7.732,0.0004402637515,0.0004385661072,0.003870897244
7.733,0.0004398239276,0.0004381277603,0.003871398846
7.734,0.000439384543,0.0004376898515,0.003871900447
7.735,0.0004389455974,0.0004372523804,0.003872402049
7.736,0.0004385070903,0.0004368153466,0.003872903651
7.737,0.0004380690213,0.0004363787496,0.003873405253
7.738,0.0004376313899,0.000435942589,0.003873906855
7.739,0.0004371941957,0.0004355068643,0.003874408458
7.74,0.0004367574383,0.0004350715751,0.003874910061
7.741,0.0004363211172,0.000434636721,0.003875411664
7.742,0.000435885232,0.0004342023015,0.003875913268
7.743,0.0004354497822,0.0004337683162,0.003876414871
7.744,0.0004350147674,0.0004333347647,0.003876916475
7.745,0.0004345801872,0.0004329016465,0.003877418079
7.746,0.0004341460412,0.0004324689613,0.003877919684
7.747,0.0004337123288,0.0004320367085,0.003878421289
7.748,0.0004332790498,0.0004316048877,0.003878922894
7.749,0.0004328462036,0.0004311734986,0.003879424499
7.75,0.0004324137898,0.0004307425406,0.003879926104
7.751,0.000431981808,0.0004303120133,0.00388042771
7.752,0.0004315502577,0.0004298819164,0.003880929316
7.753,0.0004311191386,0.0004294522494,0.003881430922
7.754,0.0004306884501,0.0004290230118,0.003881932529
7.755,0.000430258192,0.0004285942032,0.003882434135
7.756,0.0004298283636,0.0004281658232,0.003882935742
7.757,0.0004293989646,0.0004277378714,0.00388343735
7.758,0.0004289699946,0.0004273103473,0.003883938957
7.759,0.0004285414532,0.0004268832506,0.003884440565
7.76,0.0004281133398,0.0004264565807,0.003884942173
7.761,0.0004276856542,0.0004260303373,0.003885443781
7.762,0.0004272583958,0.0004256045199,0.003885945389
7.763,0.0004268315642,0.0004251791281,0.003886446998
7.764,0.0004264051591,0.0004247541615,0.003886948607
7.765,0.0004259791799,0.0004243296196,0.003887450216
7.766,0.0004255536263,0.0004239055021,0.003887951826
7.767,0.0004251284978,0.0004234818085,0.003888453435
7.768,0.000424703794,0.0004230585383,0.003888955045
7.769,0.0004242795145,0.0004226356913,0.003889456656
7.77,0.0004238556588,0.0004222132668,0.003889958266
7.771,0.0004234322266,0.0004217912646,0.003890459877
7.772,0.0004230092174,0.0004213696841,0.003890961488
7.773,0.0004225866307,0.0004209485251,0.003891463099
7.774,0.0004221644663,0.0004205277869,0.003891964711
7.775,0.0004217427235,0.0004201074694,0.003892466322
7.776,0.0004213214021,0.0004196875719,0.003892967934
7.777,0.0004209005016,0.0004192680941,0.003893469546
7.778,0.0004204800216,0.0004188490355,0.003893971159
7.779,0.0004200599616,0.0004184303959,0.003894472772
7.78,0.0004196403213,0.0004180121746,0.003894974385
7.781,0.0004192211002,0.0004175943714,0.003895475998
7.782,0.0004188022979,0.0004171769857,0.003895977611
7.783,0.000418383914,0.0004167600173,0.003896479225
7.784,0.0004179659481,0.0004163434656,0.003896980839
7.785,0.0004175483997,0.0004159273302,0.003897482453
7.786,0.0004171312684,0.0004155116108,0.003897984068
7.787,0.0004167145538,0.0004150963068,0.003898485683
7.788,0.0004162982556,0.000414681418,0.003898987298
7.789,0.0004158823732,0.0004142669439,0.003899488913
7.79,0.0004154669063,0.000413852884,0.003899990528
7.791,0.0004150518545,0.000413439238,0.003900492144
7.792,0.0004146372172,0.0004130260054,0.00390099376
7.793,0.0004142229942,0.0004126131858,0.003901495376
7.794,0.0004138091851,0.0004122007789,0.003901996993
7.795,0.0004133957893,0.0004117887841,0.003902498609
7.796,0.0004129828065,0.0004113772012,0.003903000226
7.797,0.0004125702362,0.0004109660296,0.003903501844
7.798,0.0004121580781,0.000410555269,0.003904003461
7.799,0.0004117463318,0.0004101449189,0.003904505079
7.8,0.0004113349968,0.000409734979,0.003905006697
7.801,0.0004109240727,0.0004093254488,0.003905508315
7.802,0.0004105135592,0.0004089163279,0.003906009934
7.803,0.0004101034557,0.000408507616,0.003906511552
7.804,0.000409693762,0.0004080993126,0.003907013171
7.805,0.0004092844775,0.0004076914172,0.003907514791
7.806,0.0004088756019,0.0004072839296,0.00390801641
7.807,0.0004084671348,0.0004068768493,0.00390851803
7.808,0.0004080590757,0.0004064701758,0.00390901965
7.809,0.0004076514243,0.0004060639088,0.00390952127
7.81,0.0004072441801,0.0004056580478,0.003910022891
7.811,0.0004068373427,0.0004052525925,0.003910524511
7.812,0.0004064309118,0.0004048475425,0.003911026132
7.813,0.0004060248869,0.0004044428973,0.003911527754
7.814,0.0004056192677,0.0004040386566,0.003912029375
7.815,0.0004052140536,0.0004036348199,0.003912530997
7.816,0.0004048092444,0.0004032313868,0.003913032619
7.817,0.0004044048395,0.000402828357,0.003913534241
7.818,0.0004040008387,0.0004024257299,0.003914035864
7.819,0.0004035972414,0.0004020235054,0.003914537486
7.82,0.0004031940474,0.0004016216828,0.003915039109
7.821,0.0004027912561,0.0004012202619,0.003915540733
7.822,0.0004023888673,0.0004008192421,0.003916042356
7.823,0.0004019868804,0.0004004186232,0.00391654398
7.824,0.0004015852951,0.0004000184048,0.003917045604
7.825,0.000401184111,0.0003996185863,0.003917547228
7.826,0.0004007833277,0.0003992191675,0.003918048853
7.827,0.0004003829447,0.0003988201478,0.003918550478
7.828,0.0003999829618,0.000398421527,0.003919052103
7.829,0.0003995833784,0.0003980233046,0.003919553728
7.83,0.0003991841942,0.0003976254803,0.003920055353
7.831,0.0003987854088,0.0003972280536,0.003920556979
7.832,0.0003983870218,0.0003968310241,0.003921058605
7.833,0.0003979890327,0.0003964343914,0.003921560231
7.834,0.0003975914413,0.0003960381551,0.003922061858
7.835,0.000397194247,0.0003956423149,0.003922563485
7.836,0.0003967974496,0.0003952468704,0.003923065112
7.837,0.0003964010485,0.0003948518211,0.003923566739
7.838,0.0003960050435,0.0003944571666,0.003924068366
7.839,0.0003956094341,0.0003940629066,0.003924569994
7.84,0.0003952142198,0.0003936690407,0.003925071622
7.841,0.0003948194004,0.0003932755684,0.00392557325
7.842,0.0003944249755,0.0003928824894,0.003926074879
7.843,0.0003940309445,0.0003924898033,0.003926576508
7.844,0.0003936373072,0.0003920975096,0.003927078137
7.845,0.0003932440631,0.0003917056081,0.003927579766
7.846,0.0003928512119,0.0003913140983,0.003928081396
7.847,0.0003924587532,0.0003909229798,0.003928583025
7.848,0.0003920666865,0.0003905322522,0.003929084655
7.849,0.0003916750115,0.0003901419152,0.003929586286
7.85,0.0003912837278,0.0003897519683,0.003930087916
7.851,0.0003908928349,0.0003893624111,0.003930589547
7.852,0.0003905023326,0.0003889732433,0.003931091178
7.853,0.0003901122204,0.0003885844645,0.003931592809
7.854,0.0003897224979,0.0003881960742,0.003932094441
7.855,0.0003893331647,0.0003878080722,0.003932596073
7.856,0.0003889442205,0.000387420458,0.003933097705
7.857,0.0003885556648,0.0003870332312,0.003933599337
7.858,0.0003881674973,0.0003866463914,0.003934100969
7.859,0.0003877797176,0.0003862599382,0.003934602602
7.86,0.0003873923253,0.0003858738714,0.003935104235
7.861,0.00038700532,0.0003854881904,0.003935605869
7.862,0.0003866187013,0.0003851028949,0.003936107502
7.863,0.0003862324688,0.0003847179845,0.003936609136
7.864,0.0003858466222,0.0003843334588,0.00393711077
7.865,0.000385461161,0.0003839493174,0.003937612404
7.866,0.0003850760849,0.00038356556,0.003938114039
7.867,0.0003846913935,0.0003831821862,0.003938615673
7.868,0.0003843070864,0.0003827991955,0.003939117309
7.869,0.0003839231633,0.0003824165876,0.003939618944
7.87,0.0003835396237,0.0003820343622,0.003940120579
7.871,0.0003831564672,0.0003816525188,0.003940622215
7.872,0.0003827736935,0.000381271057,0.003941123851
7.873,0.0003823913022,0.0003808899766,0.003941625487
7.874,0.0003820092929,0.000380509277,0.003942127124
7.875,0.0003816276652,0.0003801289579,0.003942628761
7.876,0.0003812464188,0.0003797490189,0.003943130398
7.877,0.0003808655533,0.0003793694597,0.003943632035
7.878,0.0003804850682,0.0003789902799,0.003944133673
7.879,0.0003801049632,0.000378611479,0.00394463531
7.88,0.000379725238,0.0003782330568,0.003945136949
7.881,0.0003793458921,0.0003778550128,0.003945638587
7.882,0.0003789669252,0.0003774773466,0.003946140225
7.883,0.0003785883368,0.000377100058,0.003946641864
7.884,0.0003782101267,0.0003767231464,0.003947143503
7.885,0.0003778322944,0.0003763466115,0.003947645143
7.886,0.0003774548396,0.000375970453,0.003948146782
7.887,0.0003770777618,0.0003755946705,0.003948648422
7.888,0.0003767010608,0.0003752192636,0.003949150062
7.889,0.000376324736,0.0003748442319,0.003949651702
7.89,0.0003759487872,0.000374469575,0.003950153343
7.891,0.000375573214,0.0003740952926,0.003950654984
7.892,0.000375198016,0.0003737213843,0.003951156625
7.893,0.0003748231928,0.0003733478497,0.003951658266
7.894,0.0003744487441,0.0003729746885,0.003952159907
7.895,0.0003740746694,0.0003726019002,0.003952661549
7.896,0.0003737009684,0.0003722294845,0.003953163191
7.897,0.0003733276408,0.0003718574411,0.003953664834
7.898,0.0003729546861,0.0003714857695,0.003954166476
7.899,0.000372582104,0.0003711144694,0.003954668119
7.9,0.0003722098941,0.0003707435405,0.003955169762
7.901,0.000371838056,0.0003703729822,0.003955671405
7.902,0.0003714665895,0.0003700027944,0.003956173049
7.903,0.000371095494,0.0003696329765,0.003956674693
7.904,0.0003707247692,0.0003692635283,0.003957176337
7.905,0.0003703544148,0.0003688944493,0.003957677981
7.906,0.0003699844303,0.0003685257393,0.003958179626
7.907,0.0003696148155,0.0003681573977,0.003958681271
7.908,0.00036924557,0.0003677894244,0.003959182916
7.909,0.0003688766933,0.0003674218188,0.003959684561
7.91,0.0003685081851,0.0003670545806,0.003960186206
7.911,0.000368140045,0.0003666877095,0.003960687852
7.912,0.0003677722728,0.0003663212051,0.003961189498
7.913,0.0003674048679,0.0003659550669,0.003961691145
7.914,0.0003670378301,0.0003655892948,0.003962192791
7.915,0.0003666711589,0.0003652238882,0.003962694438
7.916,0.0003663048541,0.0003648588469,0.003963196085
7.917,0.0003659389151,0.0003644941704,0.003963697732
7.918,0.0003655733418,0.0003641298584,0.00396419938
7.919,0.0003652081337,0.0003637659106,0.003964701028
7.92,0.0003648432904,0.0003634023265,0.003965202676
7.921,0.0003644788116,0.0003630391058,0.003965704324
7.922,0.0003641146969,0.0003626762482,0.003966205973
7.923,0.0003637509459,0.0003623137532,0.003966707622
7.924,0.0003633875584,0.0003619516205,0.003967209271
7.925,0.0003630245338,0.0003615898498,0.00396771092
7.926,0.000362661872,0.0003612284407,0.00396821257
7.927,0.0003622995724,0.0003608673928,0.003968714219
7.928,0.0003619376347,0.0003605067058,0.003969215869
7.929,0.0003615760587,0.0003601463793,0.00396971752
7.93,0.0003612148438,0.0003597864129,0.00397021917
7.931,0.0003608539899,0.0003594268064,0.003970720821
7.932,0.0003604934964,0.0003590675592,0.003971222472
7.933,0.000360133363,0.0003587086711,0.003971724124
7.934,0.0003597735894,0.0003583501417,0.003972225775
7.935,0.0003594141752,0.0003579919707,0.003972727427
7.936,0.0003590551201,0.0003576341577,0.003973229079
7.937,0.0003586964237,0.0003572767023,0.003973730731
7.938,0.0003583380856,0.0003569196042,0.003974232384
7.939,0.0003579801055,0.0003565628629,0.003974734037
7.94,0.000357622483,0.0003562064783,0.00397523569
7.941,0.0003572652178,0.0003558504499,0.003975737343
7.942,0.0003569083095,0.0003554947773,0.003976238997
7.943,0.0003565517577,0.0003551394602,0.003976740651
7.944,0.0003561955622,0.0003547844982,0.003977242305
7.945,0.0003558397224,0.0003544298911,0.003977743959
7.946,0.0003554842382,0.0003540756383,0.003978245614
7.947,0.0003551291091,0.0003537217397,0.003978747269
7.948,0.0003547743348,0.0003533681948,0.003979248924
7.949,0.0003544199148,0.0003530150032,0.003979750579
7.95,0.000354065849,0.0003526621646,0.003980252235
7.951,0.0003537121369,0.0003523096787,0.00398075389
7.952,0.0003533587781,0.0003519575452,0.003981255547
7.953,0.0003530057723,0.0003516057635,0.003981757203
7.954,0.0003526531192,0.0003512543335,0.003982258859
7.955,0.0003523008184,0.0003509032547,0.003982760516
7.956,0.0003519488695,0.0003505525269,0.003983262173
7.957,0.0003515972722,0.0003502021496,0.003983763831
7.958,0.0003512460262,0.0003498521225,0.003984265488
7.959,0.0003508951311,0.0003495024452,0.003984767146
7.96,0.0003505445865,0.0003491531175,0.003985268804
7.961,0.0003501943921,0.0003488041389,0.003985770463
7.962,0.0003498445475,0.0003484555091,0.003986272121
7.963,0.0003494950525,0.0003481072277,0.00398677378
7.964,0.0003491459066,0.0003477592945,0.003987275439
7.965,0.0003487971095,0.000347411709,0.003987777099
7.966,0.0003484486608,0.000347064471,0.003988278758
7.967,0.0003481005603,0.00034671758,0.003988780418
7.968,0.0003477528075,0.0003463710357,0.003989282078
7.969,0.000347405402,0.0003460248378,0.003989783738
7.97,0.0003470583437,0.0003456789859,0.003990285399
7.971,0.0003467116321,0.0003453334797,0.00399078706
7.972,0.0003463652668,0.0003449883188,0.003991288721
7.973,0.0003460192476,0.0003446435029,0.003991790382
7.974,0.000345673574,0.0003442990317,0.003992292044
7.975,0.0003453282457,0.0003439549048,0.003992793706
7.976,0.0003449832625,0.0003436111218,0.003993295368
7.977,0.0003446386239,0.0003432676824,0.00399379703
7.978,0.0003442943295,0.0003429245863,0.003994298693
7.979,0.0003439503791,0.0003425818331,0.003994800356
7.98,0.0003436067724,0.0003422394225,0.003995302019
7.981,0.0003432635089,0.0003418973542,0.003995803682
7.982,0.0003429205883,0.0003415556277,0.003996305346
7.983,0.0003425780103,0.0003412142428,0.00399680701
7.984,0.0003422357745,0.0003408731991,0.003997308674
7.985,0.0003418938806,0.0003405324963,0.003997810338
7.986,0.0003415523283,0.000340192134,0.003998312003
7.987,0.0003412111172,0.0003398521119,0.003998813668
7.988,0.0003408702469,0.0003395124297,0.003999315333
7.989,0.0003405297172,0.0003391730869,0.003999816998
7.99,0.0003401895277,0.0003388340834,0.004000318664
7.991,0.000339849678,0.0003384954186,0.00400082033
7.992,0.0003395101678,0.0003381570924,0.004001321996
7.993,0.0003391709968,0.0003378191043,0.004001823662
7.994,0.0003388321647,0.0003374814541,0.004002325329
7.995,0.000338493671,0.0003371441413,0.004002826996
7.996,0.0003381555155,0.0003368071657,0.004003328663
7.997,0.0003378176978,0.0003364705269,0.00400383033
7.998,0.0003374802176,0.0003361342245,0.004004331998
7.999,0.0003371430745,0.0003357982583,0.004004833666
8,0.0003368062682,0.0003354626279,0.004005335334
8.001,0.0003364697984,0.000335127333,0.004005837002
8.002,0.0003361336648,0.0003347923731,0.004006338671
8.003,0.0003357978669,0.0003344577481,0.00400684034
8.004,0.0003354624045,0.0003341234575,0.004007342009
8.005,0.0003351272772,0.0003337895011,0.004007843678
8.006,0.0003347924847,0.0003334558784,0.004008345348
8.007,0.0003344580267,0.0003331225892,0.004008847018
8.008,0.0003341239028,0.0003327896331,0.004009348688
8.009,0.0003337901127,0.0003324570098,0.004009850358
8.01,0.000333456656,0.000332124719,0.004010352029
8.011,0.0003331235325,0.0003317927603,0.0040108537
8.012,0.0003327907418,0.0003314611334,0.004011355371
8.013,0.0003324582835,0.0003311298379,0.004011857042
8.014,0.0003321261573,0.0003307988736,0.004012358714
8.015,0.0003317943629,0.00033046824,0.004012860386
8.016,0.0003314629,0.000330137937,0.004013362058
8.017,0.0003311317683,0.0003298079641,0.00401386373
8.018,0.0003308009673,0.0003294783209,0.004014365403
8.019,0.0003304704968,0.0003291490073,0.004014867076
8.02,0.0003301403565,0.0003288200228,0.004015368749
8.021,0.0003298105459,0.0003284913671,0.004015870422
8.022,0.0003294810648,0.00032816304,0.004016372096
8.023,0.0003291519129,0.000327835041,0.00401687377
8.024,0.0003288230898,0.0003275073698,0.004017375444
8.025,0.0003284945952,0.0003271800261,0.004017877118
8.026,0.0003281664288,0.0003268530096,0.004018378793
8.027,0.0003278385902,0.00032652632,0.004018880468
8.028,0.0003275110792,0.0003261999569,0.004019382143
8.029,0.0003271838953,0.00032587392,0.004019883818
8.03,0.0003268570382,0.0003255482089,0.004020385494
8.031,0.0003265305077,0.0003252228234,0.00402088717
8.032,0.0003262043034,0.0003248977632,0.004021388846
8.033,0.000325878425,0.0003245730278,0.004021890523
8.034,0.0003255528721,0.000324248617,0.004022392199
8.035,0.0003252276445,0.0003239245305,0.004022893876
8.036,0.0003249027417,0.0003236007678,0.004023395553
8.037,0.0003245781636,0.0003232773288,0.004023897231
8.038,0.0003242539096,0.0003229542131,0.004024398908
8.039,0.0003239299797,0.0003226314203,0.004024900586
8.04,0.0003236063733,0.0003223089501,0.004025402264
8.041,0.0003232830902,0.0003219868023,0.004025903943
8.042,0.0003229601301,0.0003216649764,0.004026405621
8.043,0.0003226374926,0.0003213434722,0.0040269073
8.044,0.0003223151774,0.0003210222894,0.004027408979
8.045,0.0003219931842,0.0003207014275,0.004027910659
8.046,0.0003216715127,0.0003203808864,0.004028412339
8.047,0.0003213501625,0.0003200606656,0.004028914018
8.048,0.0003210291334,0.000319740765,0.004029415699
8.049,0.000320708425,0.000319421184,0.004029917379
8.05,0.000320388037,0.0003191019225,0.00403041906
8.051,0.000320067969,0.0003187829801,0.004030920741
8.052,0.0003197482208,0.0003184643564,0.004031422422
8.053,0.000319428792,0.0003181460512,0.004031924103
8.054,0.0003191096823,0.0003178280642,0.004032425785
8.055,0.0003187908914,0.000317510395,0.004032927467
8.056,0.000318472419,0.0003171930433,0.004033429149
8.057,0.0003181542647,0.0003168760088,0.004033930831
8.058,0.0003178364283,0.0003165592912,0.004034432514
8.059,0.0003175189094,0.0003162428901,0.004034934197
8.06,0.0003172017077,0.0003159268053,0.00403543588
8.061,0.0003168848228,0.0003156110364,0.004035937563
8.062,0.0003165682546,0.0003152955831,0.004036439247
8.063,0.0003162520026,0.0003149804451,0.004036940931
8.064,0.0003159360665,0.0003146656221,0.004037442615
8.065,0.0003156204461,0.0003143511138,0.0040379443
8.066,0.0003153051409,0.0003140369198,0.004038445984
8.067,0.0003149901508,0.0003137230398,0.004038947669
8.068,0.0003146754753,0.0003134094736,0.004039449354
8.069,0.0003143611142,0.0003130962208,0.00403995104
8.07,0.0003140470671,0.0003127832811,0.004040452725
8.071,0.0003137333338,0.0003124706541,0.004040954411
8.072,0.0003134199139,0.0003121583397,0.004041456098
8.073,0.0003131068071,0.0003118463373,0.004041957784
8.074,0.0003127940131,0.0003115346469,0.004042459471
8.075,0.0003124815315,0.0003112232679,0.004042961158
8.076,0.0003121693622,0.0003109122002,0.004043462845
8.077,0.0003118575047,0.0003106014434,0.004043964532
8.078,0.0003115459587,0.0003102909972,0.00404446622
8.079,0.000311234724,0.0003099808613,0.004044967908
8.08,0.0003109238002,0.0003096710354,0.004045469596
8.081,0.000310613187,0.0003093615192,0.004045971284
8.082,0.0003103028841,0.0003090523123,0.004046472973
8.083,0.0003099928912,0.0003087434144,0.004046974662
8.084,0.000309683208,0.0003084348253,0.004047476351
8.085,0.0003093738342,0.0003081265447,0.004047978041
8.086,0.0003090647694,0.0003078185722,0.00404847973
8.087,0.0003087560134,0.0003075109074,0.00404898142
8.088,0.0003084475658,0.0003072035502,0.00404948311
8.089,0.0003081394264,0.0003068965002,0.004049984801
8.09,0.0003078315948,0.0003065897571,0.004050486492
8.091,0.0003075240707,0.0003062833206,0.004050988182
8.092,0.0003072168539,0.0003059771904,0.004051489874
8.093,0.0003069099439,0.0003056713661,0.004051991565
8.094,0.0003066033406,0.0003053658476,0.004052493257
8.095,0.0003062970436,0.0003050606343,0.004052994949
8.096,0.0003059910525,0.0003047557262,0.004053496641
8.097,0.0003056853671,0.0003044511228,0.004053998333
8.098,0.0003053799871,0.0003041468238,0.004054500026
8.099,0.0003050749122,0.000303842829,0.004055001719
8.1,0.0003047701421,0.0003035391381,0.004055503412
8.101,0.0003044656764,0.0003032357507,0.004056005106
8.102,0.0003041615149,0.0003029326665,0.004056506799
8.103,0.0003038576572,0.0003026298852,0.004057008493
8.104,0.0003035541031,0.0003023274066,0.004057510187
8.105,0.0003032508523,0.0003020252303,0.004058011882
8.106,0.0003029479044,0.000301723356,0.004058513577
8.107,0.0003026452591,0.0003014217835,0.004059015272
8.108,0.0003023429162,0.0003011205124,0.004059516967
8.109,0.0003020408753,0.0003008195424,0.004060018662
8.11,0.0003017391362,0.0003005188732,0.004060520358
8.111,0.0003014376985,0.0003002185045,0.004061022054
8.112,0.0003011365619,0.0002999184361,0.00406152375
8.113,0.0003008357262,0.0002996186676,0.004062025446
8.114,0.000300535191,0.0002993191986,0.004062527143
8.115,0.0003002349561,0.0002990200291,0.00406302884
8.116,0.000299935021,0.0002987211585,0.004063530537
8.117,0.0002996353857,0.0002984225866,0.004064032235
8.118,0.0002993360496,0.0002981243132,0.004064533932
8.119,0.0002990370126,0.0002978263379,0.00406503563
8.12,0.0002987382743,0.0002975286604,0.004065537329
8.121,0.0002984398345,0.0002972312805,0.004066039027
8.122,0.0002981416928,0.0002969341978,0.004066540726
8.123,0.0002978438489,0.000296637412,0.004067042425
8.124,0.0002975463026,0.0002963409229,0.004067544124
8.125,0.0002972490536,0.0002960447301,0.004068045823
8.126,0.0002969521015,0.0002957488333,0.004068547523
8.127,0.000296655446,0.0002954532323,0.004069049223
8.128,0.000296359087,0.0002951579267,0.004069550923
8.129,0.0002960630239,0.0002948629163,0.004070052624
8.13,0.0002957672567,0.0002945682008,0.004070554324
8.131,0.0002954717849,0.0002942737798,0.004071056025
8.132,0.0002951766083,0.0002939796531,0.004071557727
8.133,0.0002948817265,0.0002936858204,0.004072059428
8.134,0.0002945871394,0.0002933922814,0.00407256113
8.135,0.0002942928466,0.0002930990358,0.004073062832
8.136,0.0002939988477,0.0002928060832,0.004073564534
8.137,0.0002937051426,0.0002925134235,0.004074066237
8.138,0.0002934117308,0.0002922210563,0.004074567939
8.139,0.0002931186122,0.0002919289813,0.004075069642
8.14,0.0002928257864,0.0002916371982,0.004075571345
8.141,0.0002925332532,0.0002913457068,0.004076073049
8.142,0.0002922410122,0.0002910545067,0.004076574753
8.143,0.0002919490631,0.0002907635977,0.004077076457
8.144,0.0002916574057,0.0002904729794,0.004077578161
8.145,0.0002913660397,0.0002901826516,0.004078079865
8.146,0.0002910749647,0.000289892614,0.00407858157
8.147,0.0002907841805,0.0002896028663,0.004079083275
8.148,0.0002904936868,0.0002893134082,0.00407958498
8.149,0.0002902034834,0.0002890242394,0.004080086686
8.15,0.0002899135698,0.0002887353596,0.004080588391
8.151,0.0002896239458,0.0002884467686,0.004081090097
8.152,0.0002893346112,0.000288158466,0.004081591804
8.153,0.0002890455657,0.0002878704516,0.00408209351
8.154,0.0002887568089,0.000287582725,0.004082595217
8.155,0.0002884683405,0.000287295286,0.004083096924
8.156,0.0002881801604,0.0002870081343,0.004083598631
8.157,0.0002878922681,0.0002867212696,0.004084100338
8.158,0.0002876046634,0.0002864346917,0.004084602046
8.159,0.0002873173461,0.0002861484002,0.004085103754
8.16,0.0002870303158,0.0002858623948,0.004085605462
8.161,0.0002867435722,0.0002855766753,0.004086107171
8.162,0.0002864571151,0.0002852912414,0.00408660888
8.163,0.0002861709441,0.0002850060927,0.004087110589
8.164,0.0002858850591,0.0002847212291,0.004087612298
8.165,0.0002855994596,0.0002844366502,0.004088114007
8.166,0.0002853141455,0.0002841523557,0.004088615717
8.167,0.0002850291163,0.0002838683453,0.004089117427
8.168,0.000284744372,0.0002835846189,0.004089619137
8.169,0.0002844599121,0.000283301176,0.004090120848
8.17,0.0002841757363,0.0002830180164,0.004090622559
8.171,0.0002838918445,0.0002827351399,0.00409112427
8.172,0.0002836082362,0.0002824525461,0.004091625981
8.173,0.0002833249113,0.0002821702347,0.004092127692
8.174,0.0002830418695,0.0002818882055,0.004092629404
8.175,0.0002827591104,0.0002816064582,0.004093131116
8.176,0.0002824766337,0.0002813249925,0.004093632828
8.177,0.0002821944393,0.0002810438081,0.004094134541
8.178,0.0002819125268,0.0002807629048,0.004094636254
8.179,0.0002816308959,0.0002804822822,0.004095137967
8.18,0.0002813495463,0.0002802019401,0.00409563968
8.181,0.0002810684778,0.0002799218782,0.004096141393
8.182,0.0002807876901,0.0002796420963,0.004096643107
8.183,0.000280507183,0.000279362594,0.004097144821
8.184,0.000280226956,0.000279083371,0.004097646535
8.185,0.000279947009,0.0002788044271,0.00409814825
8.186,0.0002796673417,0.0002785257621,0.004098649964
8.187,0.0002793879537,0.0002782473755,0.004099151679
8.188,0.0002791088449,0.0002779692672,0.004099653395
8.189,0.0002788300148,0.0002776914369,0.00410015511
8.19,0.0002785514634,0.0002774138842,0.004100656826
8.191,0.0002782731902,0.000277136609,0.004101158542
8.192,0.000277995195,0.0002768596109,0.004101660258
8.193,0.0002777174775,0.0002765828897,0.004102161975
8.194,0.0002774400375,0.0002763064451,0.004102663692
8.195,0.0002771628746,0.0002760302767,0.004103165409
8.196,0.0002768859886,0.0002757543844,0.004103667126
8.197,0.0002766093792,0.0002754787679,0.004104168843
8.198,0.0002763330462,0.0002752034268,0.004104670561
8.199,0.0002760569892,0.0002749283609,0.004105172279
8.2,0.000275781208,0.00027465357,0.004105673997
8.201,0.0002755057023,0.0002743790537,0.004106175716
8.202,0.0002752304718,0.0002741048118,0.004106677435
8.203,0.0002749555163,0.000273830844,0.004107179154
8.204,0.0002746808355,0.00027355715,0.004107680873
8.205,0.000274406429,0.0002732837296,0.004108182592
8.206,0.0002741322967,0.0002730105824,0.004108684312
8.207,0.0002738584383,0.0002727377083,0.004109186032
8.208,0.0002735848534,0.0002724651069,0.004109687752
8.209,0.0002733115419,0.000272192778,0.004110189473
8.21,0.0002730385034,0.0002719207213,0.004110691194
8.211,0.0002727657377,0.0002716489365,0.004111192915
