r,x
1.0,-0.011416554483711013
1.0100334448160535,-0.01693955908912513
1.020066889632107,-0.02579558280109453
1.0301003344481605,-0.03532662150517735
1.040133779264214,-0.04519694368478928
1.0501672240802675,-0.05530316273919849
1.060200668896321,-0.06560066651595134
1.0702341137123745,-0.07606687746369431
1.080267558528428,-0.0866893991282755
1.0903010033444815,-0.09746121851865687
1.100334448160535,-0.10837845867394531
1.1103678929765886,-0.11943921152712016
1.120401337792642,-0.13064288346521752
1.1304347826086956,-0.1419898060784905
1.140468227424749,-0.15348099370667956
1.1505016722408028,-0.16511798685497225
1.160535117056856,-0.17690274820747678
1.1705685618729098,-0.1888375921519352
1.180602006688963,-0.20092513640482418
1.1906354515050168,-0.21316826867023836
1.2006688963210703,-0.22557012382265035
1.2107023411371238,-0.23813406866051828
1.2207357859531773,-0.2508636922540342
1.2307692307692308,-0.2637628005401781
1.2408026755852843,-0.276835414233818
1.2508361204013378,-0.29008576940467556
1.2608695652173914,-0.3035183202640816
1.2709030100334449,-0.31713774384215376
1.2809364548494984,-0.3309489463349312
1.2909698996655519,-0.34495707097342
1.3010033444816054,-0.35916750732179714
1.3110367892976589,-0.3735859019544227
1.3210702341137124,-0.38821817049601015
1.3311036789297659,-0.4030705110371903
1.3411371237458194,-0.41814941896289215
1.351170568561873,-0.4334617032526003
1.3612040133779264,-0.44901450433252443
1.37123745819398,-0.4648153135799269
1.3812709030100334,-0.4808719945998198
1.391304347826087,-0.49719280641542435
1.4013377926421404,-0.513786428736487
1.411371237458194,-0.5306619894931158
1.4214046822742474,-0.547829094849552
1.431438127090301,-0.5652978619422471
1.4414715719063547,-0.5830789546189161
1.451505016722408,-0.601183622493401
1.4615384615384617,-0.6196237436732973
1.471571906354515,-0.6384118715659599
1.4816053511705687,-0.6575612862242968
1.491638795986622,-0.677086050758419
1.5016722408026757,-0.6970010734127278
1.511705685618729,-0.7173221759953192
1.5217391304347827,-0.7380661694463224
1.531772575250836,-0.7592509374495409
1.5418060200668897,-0.7808955291295359
1.551839464882943,-0.8030202620382376
